Artikelnummer,Name,Beschreibung,Regulärer Preis,Bilder
PK-248,LCT 130er AK-47 Midcap-Magazin (Stahlblech),"Kapazität ~ 130 BB's

<strong>Shop-Gun-Magazin FAQ:</strong>

<em>- Lassen Sie ein Magazin niemals geladen, bzw. gespannt, wenn Sie es lagern wollen. Nach dem Spieltag sollten Magazine entladen werden.</em>

<em>- Trennen Sie bei einem elektrischen Magazin immer die Stromzufuhr, sofern möglich (Akku abklemmen), wenn Sie es lagern wollen.</em>

<em>- Reinigen Sie Ihre Magazine regelmäßig, soweit möglich. Dreck und Staub auf BB´s führen zu Klemmern im Magazin und können außerdem Ihr HopUp und Ihren Lauf beschädigen/zerkratzen</em>

<em>- Sorgen sie dafür, dass Ihr Magazin glatt läuft. Dabei hilft Silikonpray an allen beweglichen Teilen. Achten Sie darauf, dass kein Silikon auf die Kugeln kommt. Im Zweifel laden und entladen Sie das Magazin, bis keine Rückstände mehr auf den Kugeln zu finden sind. Fett, Silikon oder Ähnliches auf den Kugeln ruiniert Ihre HopUp-Wirkung. </em>

<em>- Laden Sie Midcaps vor dem ersten Spiel niemals komplett voll. Ein Midcap sollte langsam an seine volle Kapazität gebracht werden (10 Kugeln laden, entladen, 20 Kugeln laden, entladen... 30 Kugeln laden.. usw...). </em>

<em>- Laden Sie Low- und Midcaps nicht umbedingt bis an die Schmerzgrenze voll. </em>

<em>- Hinweis zu E&L-Midcaps: Die Spannung von E&L-Midcaps kann tendentiell etwas zu gering ausfallen. Sollte dies der Fall sein, dehnen Sie die Magazinfeder minimal nach. Falls es Schwierigkeiten beim Zerlegen der Magazine gibt, hilft Ihnen unsere <a href=""https://www.shop-gun.de/kontaktieren-sie-uns"">Werkstatt</a> gerne weiter.</em>",29,"https://shop-gun.de/wp-content/uploads/2023/10/PK-248_B.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK-248.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK-248_C.jpg"
PK-250,LCT 130er AK-74 Midcap-Magazin (BK),"Kapazität ~ 130 BB's

<strong>Shop-Gun-Magazin FAQ:</strong>

<em>- Lassen Sie ein Magazin niemals geladen, bzw. gespannt, wenn Sie es lagern wollen. Nach dem Spieltag sollten Magazine entladen werden.</em>

<em>- Trennen Sie bei einem elektrischen Magazin immer die Stromzufuhr, sofern möglich (Akku abklemmen), wenn Sie es lagern wollen.</em>

<em>- Reinigen Sie Ihre Magazine regelmäßig, soweit möglich. Dreck und Staub auf BB´s führen zu Klemmern im Magazin und können außerdem Ihr HopUp und Ihren Lauf beschädigen/zerkratzen</em>

<em>- Sorgen sie dafür, dass Ihr Magazin glatt läuft. Dabei hilft Silikonpray an allen beweglichen Teilen. Achten Sie darauf, dass kein Silikon auf die Kugeln kommt. Im Zweifel laden und entladen Sie das Magazin, bis keine Rückstände mehr auf den Kugeln zu finden sind. Fett, Silikon oder Ähnliches auf den Kugeln ruiniert Ihre HopUp-Wirkung. </em>

<em>- Laden Sie Midcaps vor dem ersten Spiel niemals komplett voll. Ein Midcap sollte langsam an seine volle Kapazität gebracht werden (10 Kugeln laden, entladen, 20 Kugeln laden, entladen... 30 Kugeln laden.. usw...). </em>

<em>- Laden Sie Low- und Midcaps nicht umbedingt bis an die Schmerzgrenze voll. </em>

<em>- Hinweis zu E&L-Midcaps: Die Spannung von E&L-Midcaps kann tendentiell etwas zu gering ausfallen. Sollte dies der Fall sein, dehnen Sie die Magazinfeder minimal nach. Falls es Schwierigkeiten beim Zerlegen der Magazine gibt, hilft Ihnen unsere <a href=""https://www.shop-gun.de/kontaktieren-sie-uns"">Werkstatt</a> gerne weiter.</em>",25,"https://shop-gun.de/wp-content/uploads/2023/10/PK-250_B.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK-250_A.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK-250_C.jpg"
PK-249,LCT 130er AK-74 Midcap-Magazin (Orange),"Kapazität ~ 130 BB's

<strong>Shop-Gun-Magazin FAQ:</strong>

<em>- Lassen Sie ein Magazin niemals geladen, bzw. gespannt, wenn Sie es lagern wollen. Nach dem Spieltag sollten Magazine entladen werden.</em>

<em>- Trennen Sie bei einem elektrischen Magazin immer die Stromzufuhr, sofern möglich (Akku abklemmen), wenn Sie es lagern wollen.</em>

<em>- Reinigen Sie Ihre Magazine regelmäßig, soweit möglich. Dreck und Staub auf BB´s führen zu Klemmern im Magazin und können außerdem Ihr HopUp und Ihren Lauf beschädigen/zerkratzen</em>

<em>- Sorgen sie dafür, dass Ihr Magazin glatt läuft. Dabei hilft Silikonpray an allen beweglichen Teilen. Achten Sie darauf, dass kein Silikon auf die Kugeln kommt. Im Zweifel laden und entladen Sie das Magazin, bis keine Rückstände mehr auf den Kugeln zu finden sind. Fett, Silikon oder Ähnliches auf den Kugeln ruiniert Ihre HopUp-Wirkung. </em>

<em>- Laden Sie Midcaps vor dem ersten Spiel niemals komplett voll. Ein Midcap sollte langsam an seine volle Kapazität gebracht werden (10 Kugeln laden, entladen, 20 Kugeln laden, entladen... 30 Kugeln laden.. usw...). </em>

<em>- Laden Sie Low- und Midcaps nicht umbedingt bis an die Schmerzgrenze voll. </em>

<em>- Hinweis zu E&L-Midcaps: Die Spannung von E&L-Midcaps kann tendentiell etwas zu gering ausfallen. Sollte dies der Fall sein, dehnen Sie die Magazinfeder minimal nach. Falls es Schwierigkeiten beim Zerlegen der Magazine gibt, hilft Ihnen unsere <a href=""https://www.shop-gun.de/kontaktieren-sie-uns"">Werkstatt</a> gerne weiter.</em>",25,"https://shop-gun.de/wp-content/uploads/2023/10/PK-249_B.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK-249_A.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK-249_C.jpg"
PK-252,LCT 130er AKM Midcap-Magazin (Orange),"Kapazität ~ 130 BB's

<strong>Shop-Gun-Magazin FAQ:</strong>

<em>- Lassen Sie ein Magazin niemals geladen, bzw. gespannt, wenn Sie es lagern wollen. Nach dem Spieltag sollten Magazine entladen werden.</em>

<em>- Trennen Sie bei einem elektrischen Magazin immer die Stromzufuhr, sofern möglich (Akku abklemmen), wenn Sie es lagern wollen.</em>

<em>- Reinigen Sie Ihre Magazine regelmäßig, soweit möglich. Dreck und Staub auf BB´s führen zu Klemmern im Magazin und können außerdem Ihr HopUp und Ihren Lauf beschädigen/zerkratzen</em>

<em>- Sorgen sie dafür, dass Ihr Magazin glatt läuft. Dabei hilft Silikonpray an allen beweglichen Teilen. Achten Sie darauf, dass kein Silikon auf die Kugeln kommt. Im Zweifel laden und entladen Sie das Magazin, bis keine Rückstände mehr auf den Kugeln zu finden sind. Fett, Silikon oder Ähnliches auf den Kugeln ruiniert Ihre HopUp-Wirkung. </em>

<em>- Laden Sie Midcaps vor dem ersten Spiel niemals komplett voll. Ein Midcap sollte langsam an seine volle Kapazität gebracht werden (10 Kugeln laden, entladen, 20 Kugeln laden, entladen... 30 Kugeln laden.. usw...). </em>

<em>- Laden Sie Low- und Midcaps nicht umbedingt bis an die Schmerzgrenze voll. </em>

<em>- Hinweis zu E&L-Midcaps: Die Spannung von E&L-Midcaps kann tendentiell etwas zu gering ausfallen. Sollte dies der Fall sein, dehnen Sie die Magazinfeder minimal nach. Falls es Schwierigkeiten beim Zerlegen der Magazine gibt, hilft Ihnen unsere <a href=""https://www.shop-gun.de/kontaktieren-sie-uns"">Werkstatt</a> gerne weiter.</em>",25,"https://shop-gun.de/wp-content/uploads/2023/10/PK-252_B.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK-252_A.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK-252_C.jpg"
PK-251,LCT 130er SA-M-7 Midcap-Magazin (BK),"Kapazität ~ 130 BB's

<strong>Shop-Gun-Magazin FAQ:</strong>

<em>- Lassen Sie ein Magazin niemals geladen, bzw. gespannt, wenn Sie es lagern wollen. Nach dem Spieltag sollten Magazine entladen werden.</em>

<em>- Trennen Sie bei einem elektrischen Magazin immer die Stromzufuhr, sofern möglich (Akku abklemmen), wenn Sie es lagern wollen.</em>

<em>- Reinigen Sie Ihre Magazine regelmäßig, soweit möglich. Dreck und Staub auf BB´s führen zu Klemmern im Magazin und können außerdem Ihr HopUp und Ihren Lauf beschädigen/zerkratzen</em>

<em>- Sorgen sie dafür, dass Ihr Magazin glatt läuft. Dabei hilft Silikonpray an allen beweglichen Teilen. Achten Sie darauf, dass kein Silikon auf die Kugeln kommt. Im Zweifel laden und entladen Sie das Magazin, bis keine Rückstände mehr auf den Kugeln zu finden sind. Fett, Silikon oder Ähnliches auf den Kugeln ruiniert Ihre HopUp-Wirkung. </em>

<em>- Laden Sie Midcaps vor dem ersten Spiel niemals komplett voll. Ein Midcap sollte langsam an seine volle Kapazität gebracht werden (10 Kugeln laden, entladen, 20 Kugeln laden, entladen... 30 Kugeln laden.. usw...). </em>

<em>- Laden Sie Low- und Midcaps nicht umbedingt bis an die Schmerzgrenze voll. </em>

<em>- Hinweis zu E&L-Midcaps: Die Spannung von E&L-Midcaps kann tendentiell etwas zu gering ausfallen. Sollte dies der Fall sein, dehnen Sie die Magazinfeder minimal nach. Falls es Schwierigkeiten beim Zerlegen der Magazine gibt, hilft Ihnen unsere <a href=""https://www.shop-gun.de/kontaktieren-sie-uns"">Werkstatt</a> gerne weiter.</em>",26,"https://shop-gun.de/wp-content/uploads/2023/10/PK-251_B.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK-251_A.jpg"
PK-352,LCT 130er AK-12 AK-16 Midcap-Magazin (BK),"Kapazität ~ 130 BB's

<strong>Shop-Gun-Magazin FAQ:</strong>

<em>- Lassen Sie ein Magazin niemals geladen, bzw. gespannt, wenn Sie es lagern wollen. Nach dem Spieltag sollten Magazine entladen werden.</em>

<em>- Trennen Sie bei einem elektrischen Magazin immer die Stromzufuhr, sofern möglich (Akku abklemmen), wenn Sie es lagern wollen.</em>

<em>- Reinigen Sie Ihre Magazine regelmäßig, soweit möglich. Dreck und Staub auf BB´s führen zu Klemmern im Magazin und können außerdem Ihr HopUp und Ihren Lauf beschädigen/zerkratzen</em>

<em>- Sorgen sie dafür, dass Ihr Magazin glatt läuft. Dabei hilft Silikonpray an allen beweglichen Teilen. Achten Sie darauf, dass kein Silikon auf die Kugeln kommt. Im Zweifel laden und entladen Sie das Magazin, bis keine Rückstände mehr auf den Kugeln zu finden sind. Fett, Silikon oder Ähnliches auf den Kugeln ruiniert Ihre HopUp-Wirkung. </em>

<em>- Laden Sie Midcaps vor dem ersten Spiel niemals komplett voll. Ein Midcap sollte langsam an seine volle Kapazität gebracht werden (10 Kugeln laden, entladen, 20 Kugeln laden, entladen... 30 Kugeln laden.. usw...). </em>

<em>- Laden Sie Low- und Midcaps nicht umbedingt bis an die Schmerzgrenze voll. </em>

<em>- Hinweis zu E&L-Midcaps: Die Spannung von E&L-Midcaps kann tendentiell etwas zu gering ausfallen. Sollte dies der Fall sein, dehnen Sie die Magazinfeder minimal nach. Falls es Schwierigkeiten beim Zerlegen der Magazine gibt, hilft Ihnen unsere <a href=""https://www.shop-gun.de/kontaktieren-sie-uns"">Werkstatt</a> gerne weiter.</em>",31,"https://shop-gun.de/wp-content/uploads/2023/10/PK352_B.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK352_A.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK352_C.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK352_E.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK352_F.jpg"
PK-275,LCT 50er PP-19-01 Lowcap-Magazin,"Kapazität ~ 50 BB's

<strong>Shop-Gun-Magazin FAQ:</strong>

<em>- Lassen Sie ein Magazin niemals geladen, bzw. gespannt, wenn Sie es lagern wollen. Nach dem Spieltag sollten Magazine entladen werden.</em>

<em>- Trennen Sie bei einem elektrischen Magazin immer die Stromzufuhr, sofern möglich (Akku abklemmen), wenn Sie es lagern wollen.</em>

<em>- Reinigen Sie Ihre Magazine regelmäßig, soweit möglich. Dreck und Staub auf BB´s führen zu Klemmern im Magazin und können außerdem Ihr HopUp und Ihren Lauf beschädigen/zerkratzen</em>

<em>- Sorgen sie dafür, dass Ihr Magazin glatt läuft. Dabei hilft Silikonpray an allen beweglichen Teilen. Achten Sie darauf, dass kein Silikon auf die Kugeln kommt. Im Zweifel laden und entladen Sie das Magazin, bis keine Rückstände mehr auf den Kugeln zu finden sind. Fett, Silikon oder Ähnliches auf den Kugeln ruiniert Ihre HopUp-Wirkung. </em>

<em>- Laden Sie Midcaps vor dem ersten Spiel niemals komplett voll. Ein Midcap sollte langsam an seine volle Kapazität gebracht werden (10 Kugeln laden, entladen, 20 Kugeln laden, entladen... 30 Kugeln laden.. usw...). </em>

<em>- Laden Sie Low- und Midcaps nicht umbedingt bis an die Schmerzgrenze voll. </em>

<em>- Hinweis zu E&L-Midcaps: Die Spannung von E&L-Midcaps kann tendentiell etwas zu gering ausfallen. Sollte dies der Fall sein, dehnen Sie die Magazinfeder minimal nach. Falls es Schwierigkeiten beim Zerlegen der Magazine gibt, hilft Ihnen unsere <a href=""https://www.shop-gun.de/kontaktieren-sie-uns"">Werkstatt</a> gerne weiter.</em>",19,"https://shop-gun.de/wp-content/uploads/2023/10/PK275_B_X.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK275.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK275_A_X.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK275_C_X.jpg"
PK-271,LCT 130er AK-74 Midcap-Magazin (Plum),"Kapazität ~ 130 BB's

<strong>Shop-Gun-Magazin FAQ:</strong>

<em>- Lassen Sie ein Magazin niemals geladen, bzw. gespannt, wenn Sie es lagern wollen. Nach dem Spieltag sollten Magazine entladen werden.</em>

<em>- Trennen Sie bei einem elektrischen Magazin immer die Stromzufuhr, sofern möglich (Akku abklemmen), wenn Sie es lagern wollen.</em>

<em>- Reinigen Sie Ihre Magazine regelmäßig, soweit möglich. Dreck und Staub auf BB´s führen zu Klemmern im Magazin und können außerdem Ihr HopUp und Ihren Lauf beschädigen/zerkratzen</em>

<em>- Sorgen sie dafür, dass Ihr Magazin glatt läuft. Dabei hilft Silikonpray an allen beweglichen Teilen. Achten Sie darauf, dass kein Silikon auf die Kugeln kommt. Im Zweifel laden und entladen Sie das Magazin, bis keine Rückstände mehr auf den Kugeln zu finden sind. Fett, Silikon oder Ähnliches auf den Kugeln ruiniert Ihre HopUp-Wirkung. </em>

<em>- Laden Sie Midcaps vor dem ersten Spiel niemals komplett voll. Ein Midcap sollte langsam an seine volle Kapazität gebracht werden (10 Kugeln laden, entladen, 20 Kugeln laden, entladen... 30 Kugeln laden.. usw...). </em>

<em>- Laden Sie Low- und Midcaps nicht umbedingt bis an die Schmerzgrenze voll. </em>

<em>- Hinweis zu E&L-Midcaps: Die Spannung von E&L-Midcaps kann tendentiell etwas zu gering ausfallen. Sollte dies der Fall sein, dehnen Sie die Magazinfeder minimal nach. Falls es Schwierigkeiten beim Zerlegen der Magazine gibt, hilft Ihnen unsere <a href=""https://www.shop-gun.de/kontaktieren-sie-uns"">Werkstatt</a> gerne weiter.</em>","26,5","https://shop-gun.de/wp-content/uploads/2023/10/PK271_B.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK271_A.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK271_C.jpg"
PK-381,LCT 2000er RPK Elektrisches Trommel-Magazin (Stahlblech),"Kapazität ~ 130 BB's

<strong>Shop-Gun-Magazin FAQ:</strong>

<em>- Lassen Sie ein Magazin niemals geladen, bzw. gespannt, wenn Sie es lagern wollen. Nach dem Spieltag sollten Magazine entladen werden.</em>

<em>- Trennen Sie bei einem elektrischen Magazin immer die Stromzufuhr, sofern möglich (Akku abklemmen), wenn Sie es lagern wollen.</em>

<em>- Reinigen Sie Ihre Magazine regelmäßig, soweit möglich. Dreck und Staub auf BB´s führen zu Klemmern im Magazin und können außerdem Ihr HopUp und Ihren Lauf beschädigen/zerkratzen</em>

<em>- Sorgen sie dafür, dass Ihr Magazin glatt läuft. Dabei hilft Silikonpray an allen beweglichen Teilen. Achten Sie darauf, dass kein Silikon auf die Kugeln kommt. Im Zweifel laden und entladen Sie das Magazin, bis keine Rückstände mehr auf den Kugeln zu finden sind. Fett, Silikon oder Ähnliches auf den Kugeln ruiniert Ihre HopUp-Wirkung. </em>

<em>- Laden Sie Midcaps vor dem ersten Spiel niemals komplett voll. Ein Midcap sollte langsam an seine volle Kapazität gebracht werden (10 Kugeln laden, entladen, 20 Kugeln laden, entladen... 30 Kugeln laden.. usw...). </em>

<em>- Laden Sie Low- und Midcaps nicht umbedingt bis an die Schmerzgrenze voll. </em>

<em>- Hinweis zu E&L-Midcaps: Die Spannung von E&L-Midcaps kann tendentiell etwas zu gering ausfallen. Sollte dies der Fall sein, dehnen Sie die Magazinfeder minimal nach. Falls es Schwierigkeiten beim Zerlegen der Magazine gibt, hilft Ihnen unsere <a href=""https://www.shop-gun.de/kontaktieren-sie-uns"">Werkstatt</a> gerne weiter.</em>","117,5","https://shop-gun.de/wp-content/uploads/2023/10/PK381_A.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK381.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK381_B.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK381_E.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK381_F.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK381_G.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK381_H.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK381_K.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK381_L.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK381_M.jpg"
PK-359,LCT 130er AK-15 Midcap-Magazin (BK),"Kapazität ~ 130 BB's

<strong>Shop-Gun-Magazin FAQ:</strong>

<em>- Lassen Sie ein Magazin niemals geladen, bzw. gespannt, wenn Sie es lagern wollen. Nach dem Spieltag sollten Magazine entladen werden.</em>

<em>- Trennen Sie bei einem elektrischen Magazin immer die Stromzufuhr, sofern möglich (Akku abklemmen), wenn Sie es lagern wollen.</em>

<em>- Reinigen Sie Ihre Magazine regelmäßig, soweit möglich. Dreck und Staub auf BB´s führen zu Klemmern im Magazin und können außerdem Ihr HopUp und Ihren Lauf beschädigen/zerkratzen</em>

<em>- Sorgen sie dafür, dass Ihr Magazin glatt läuft. Dabei hilft Silikonpray an allen beweglichen Teilen. Achten Sie darauf, dass kein Silikon auf die Kugeln kommt. Im Zweifel laden und entladen Sie das Magazin, bis keine Rückstände mehr auf den Kugeln zu finden sind. Fett, Silikon oder Ähnliches auf den Kugeln ruiniert Ihre HopUp-Wirkung. </em>

<em>- Laden Sie Midcaps vor dem ersten Spiel niemals komplett voll. Ein Midcap sollte langsam an seine volle Kapazität gebracht werden (10 Kugeln laden, entladen, 20 Kugeln laden, entladen... 30 Kugeln laden.. usw...). </em>

<em>- Laden Sie Low- und Midcaps nicht umbedingt bis an die Schmerzgrenze voll. </em>

<em>- Hinweis zu E&L-Midcaps: Die Spannung von E&L-Midcaps kann tendentiell etwas zu gering ausfallen. Sollte dies der Fall sein, dehnen Sie die Magazinfeder minimal nach. Falls es Schwierigkeiten beim Zerlegen der Magazine gibt, hilft Ihnen unsere <a href=""https://www.shop-gun.de/kontaktieren-sie-uns"">Werkstatt</a> gerne weiter.</em>",31,"https://shop-gun.de/wp-content/uploads/2023/10/PK359_B.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK-359.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK359_A.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK359_C.jpg"
PK-403,LCT 2000er AK-16 Elektrisches Trommel-Magazin (BK),"Kapazität ~ 130 BB's

<strong>Shop-Gun-Magazin FAQ:</strong>

<em>- Lassen Sie ein Magazin niemals geladen, bzw. gespannt, wenn Sie es lagern wollen. Nach dem Spieltag sollten Magazine entladen werden.</em>

<em>- Trennen Sie bei einem elektrischen Magazin immer die Stromzufuhr, sofern möglich (Akku abklemmen), wenn Sie es lagern wollen.</em>

<em>- Reinigen Sie Ihre Magazine regelmäßig, soweit möglich. Dreck und Staub auf BB´s führen zu Klemmern im Magazin und können außerdem Ihr HopUp und Ihren Lauf beschädigen/zerkratzen</em>

<em>- Sorgen sie dafür, dass Ihr Magazin glatt läuft. Dabei hilft Silikonpray an allen beweglichen Teilen. Achten Sie darauf, dass kein Silikon auf die Kugeln kommt. Im Zweifel laden und entladen Sie das Magazin, bis keine Rückstände mehr auf den Kugeln zu finden sind. Fett, Silikon oder Ähnliches auf den Kugeln ruiniert Ihre HopUp-Wirkung. </em>

<em>- Laden Sie Midcaps vor dem ersten Spiel niemals komplett voll. Ein Midcap sollte langsam an seine volle Kapazität gebracht werden (10 Kugeln laden, entladen, 20 Kugeln laden, entladen... 30 Kugeln laden.. usw...). </em>

<em>- Laden Sie Low- und Midcaps nicht umbedingt bis an die Schmerzgrenze voll. </em>

<em>- Hinweis zu E&L-Midcaps: Die Spannung von E&L-Midcaps kann tendentiell etwas zu gering ausfallen. Sollte dies der Fall sein, dehnen Sie die Magazinfeder minimal nach. Falls es Schwierigkeiten beim Zerlegen der Magazine gibt, hilft Ihnen unsere <a href=""https://www.shop-gun.de/kontaktieren-sie-uns"">Werkstatt</a> gerne weiter.</em>","117,5","https://shop-gun.de/wp-content/uploads/2023/10/PK403_1.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK403_2.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK403_6.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK403_7.jpg"
PK-274,LCT AK-74 Lower Handguard (Plum),,"26,5",https://shop-gun.de/wp-content/uploads/2023/10/PK274_A.jpg
PK-86,LCT AK47 Dustcover-Verschlussknopf (Stahl),,18,https://shop-gun.de/wp-content/uploads/2023/10/PK-86_A.jpg
PK-87,LCT AK74 Dustcover-Verschlussknopf (Stahl),,18,https://shop-gun.de/wp-content/uploads/2023/10/PK-87_A.jpg
PK-167,LCT AKM Handguard Retainer,,36,"https://shop-gun.de/wp-content/uploads/2023/10/PK-167.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK-167_C.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK-167_B.jpg"
PK-168,LCT AK-47 Handguard Retainer,,36,"https://shop-gun.de/wp-content/uploads/2023/10/PK-168.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK-168_B.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK-168_C.jpg"
PK-235,LCT RPK Steel Side Mount,,55,https://shop-gun.de/wp-content/uploads/2023/10/PK-235.jpg
PK-88,LCT AK HopUp-Kammer,"Originalteil - wenn der ganze Tuningkram nicht passt....

<strong>Beachten Sie:</strong>

Auch wenn der Wechsel eines HopUp´s meist recht simpel ist: Bauen sie Ersatzteile nur ein, wenn sie über die nötigen Kenntnisse und Sachverstand verfügen! Wenden sie sich bei Fragen gerne an unsere <a href=""https://www.shop-gun.de/kontaktieren-sie-uns"">Werkstatt </a>werkstatt@shop-gun.de

<strong>Pro-Tipp:</strong>

Es lohnt sich beim Tauschen des HopUp´s auch gleich den Lauf zu polieren... :-)",18,https://shop-gun.de/wp-content/uploads/2023/10/PK-88.jpg
PK-228,"LCT PK228 Gastuberail für AK (176mm, lange Version)","<span style=""display: inline !important; float: none; background-color: #ffffff; color: #333333; font-family: 'Encode Sans Condensed',sans-serif; font-size: 0.93rem; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;""> ""LCK Forward Optical Rail System""</span>",49,https://shop-gun.de/wp-content/uploads/2023/10/PK228_A.jpg
PK-229,"LCT PK229 Gastuberail für AK (146mm, kurze Version)","<span style=""display: inline !important; float: none; background-color: #ffffff; color: #333333; font-family: 'Encode Sans Condensed',sans-serif; font-size: 0.93rem; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;""> ""LCK Forward Optical Rail System""</span>",49,https://shop-gun.de/wp-content/uploads/2023/10/PK-229_A_X.jpg
PK-357,"LCT PK357 Gastuberail für AK74U (118,5mm)","<span style=""display: inline !important; float: none; background-color: #ffffff; color: #333333; font-family: 'Encode Sans Condensed',sans-serif; font-size: 0.93rem; font-style: normal; font-variant: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: left; text-decoration: none; text-indent: 0px; text-transform: none; -webkit-text-stroke-width: 0px; white-space: normal; word-spacing: 0px;""> ""LCK Forward Optical Rail System""</span>",49,"https://shop-gun.de/wp-content/uploads/2023/10/PK357_A.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK357_E.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK357_D.jpg, https://shop-gun.de/wp-content/uploads/2023/10/MSB002-00-00-00-01.jpg"
PK-259,LCT PBS-4 Silencer,Endlich ein richtig hochwertiger PBS-4.,"117,5",https://shop-gun.de/wp-content/uploads/2023/10/PK-259_A.jpg
ZDTK,LCT DTK PUTNIK Silencer für AK-Gewinde (24x1.5mm R),,95,"https://shop-gun.de/wp-content/uploads/2023/10/ZDTK-1a.jpg, https://shop-gun.de/wp-content/uploads/2023/10/ZDTK-2-1.jpg, https://shop-gun.de/wp-content/uploads/2023/10/ZDTK-3.jpg, https://shop-gun.de/wp-content/uploads/2023/10/ZDTK-4.jpg, https://shop-gun.de/wp-content/uploads/2023/10/ZDTK.jpg"
ZDTK-4P,LCT DTK-4P Silencer (24x1.5mm R),,95,https://shop-gun.de/wp-content/uploads/2023/10/ZDTK-4P.jpg
ZDTK-4,LCT DTK-4 Silencer (14 x 1.0 L),,95,"https://shop-gun.de/wp-content/uploads/2023/10/ZDTK-4-1.jpg, https://shop-gun.de/wp-content/uploads/2023/10/LCT-Z-PARTS-02.jpg, https://shop-gun.de/wp-content/uploads/2023/10/ZDTK-4_1.jpg"
PK-351,LCT AK-12 / AK-16 Fireselector,,42,"https://shop-gun.de/wp-content/uploads/2023/10/PK351_A.jpg, https://shop-gun.de/wp-content/uploads/2023/10/MSO001-00-00-00_PK318-01.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK351_C.jpg, https://shop-gun.de/wp-content/uploads/2023/10/PK351_D.jpg"
ZA-1,LCT A-1 Slingmount,,23,"https://shop-gun.de/wp-content/uploads/2023/10/ZA-1.jpg, https://shop-gun.de/wp-content/uploads/2023/10/MSC022-00-00-00-01.jpg, https://shop-gun.de/wp-content/uploads/2023/10/ZA-1_22.jpg"
ZRK-0,LCT RK-0 Griff,,"50,5","https://shop-gun.de/wp-content/uploads/2023/10/ZRK-0.jpg, https://shop-gun.de/wp-content/uploads/2023/10/MSC011-00-00-00MSC023-00-00-00MSB012-00-00-1B.jpg"
ZRK-1,LCT RK-1 Griff,,"50,5","https://shop-gun.de/wp-content/uploads/2023/10/ZRK-1.jpg, https://shop-gun.de/wp-content/uploads/2023/10/MSC011-00-00-00MSC023-00-00-00MSB012-00-00-1B-1.jpg"
ZRK-6,LCT RK-6 Griff,,"50,5","https://shop-gun.de/wp-content/uploads/2023/10/ZRK-6.jpg, https://shop-gun.de/wp-content/uploads/2023/10/MSC011-00-00-00MSC023-00-00-00MSB012-00-00-1B-2.jpg"
ZB-13,"LCT B-13 Visiermontage ""Classic""","Rail Platform Above Reciever ""Classic""","74,5",https://shop-gun.de/wp-content/uploads/2023/10/ZB-13.jpg
ZB-16,LCT B-16 Rail-Verlängerung,,37,https://shop-gun.de/wp-content/uploads/2023/10/ZB-16.jpg
